SpeciesLatinName,Common.name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Carcharhinus leucas,Bull shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas
Carcharhinus limbatus,Blacktip shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus
Carcharhinus longimanus,Oceanic whitetip shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus
Carcharhinus obscurus,Dusky shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,obscurus
Carcharhinus plumbeus,Sandbar shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,plumbeus
Carcharhinus porosus,Smalltail shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,porosus
Carcharhinus signatus,Night shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,signatus
Carcharhinus sorrah,Spot-tail shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,sorrah
Carcharhinus tilstoni,Australian blacktip shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,tilstoni
Galeocerdo cuvier,Tiger shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,cuvier
Negaprion brevirostris,Lemon shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris
Prionace glauca,Blue shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,glauca
Rhizoprionodon acutus,Milk shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,acutus
Rhizoprionodon taylori,Australian sharpnose shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,taylori
Rhizoprionodon terraenovae,Atlantic sharpnose shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae
Scoliodon laticaudus,Spadenose shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Scoliodon,laticaudus
Triaenodon obesus,Whitetip reef shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Triaenodon,obesus
Scyliorhinus canicula,Small-spotted catshark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula
Scyliorhinus stellaris,Nursehound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris
Sphyrna lewini,Scalloped hammerhead,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini
Sphyrna tiburo,Bonnethead shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,tiburo
Furgaleus macki,Whiskery skark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Furgaleus,macki
Galeorhinus galeus,Tope shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Galeorhinus,galeus
Hemitriakis japanica,Japanese topeshark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Hemitriakis,japanica
Mustelus antarcticus,Gummy shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,antarcticus
Mustelus californicus,Gray smoothhound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,californicus
Mustelus canis,Dusky smooth-hound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,canis
Mustelus griseus,Spotless smooth-hound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,griseus
Mustelus henlei,Brown smoothhound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,henlei
Mustelus lenticulatus,Spotted estuary smooth-hound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,lenticulatus
Mustelus manazo,Starspotted smooth-hound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,manazo
Mustelus mustelus,Smooth-hound,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,mustelus
Triakis semifasciata,Leopard shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Triakis,semifasciata
Callorhinchus capensis,Cape elephantfish,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,capensis
Callorhinchus milii,Elephant fish,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,milii
Chimaera monstrosa,Rabbitfish,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,monstrosa
Heterodontus francisci,Horn shark,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,francisci
Heterodontus galeatus,Crested bullhead shark,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,galeatus
Notorynchus cepedianus,Bluntnose sevengill shark,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Notorynchidae,Notorynchus,cepedianus
Alopias pelagicus,Pelagic thresher shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,pelagicus
Alopias superciliosus,Bigeye thresher,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,superciliosus
Cetorhinus maximus,Basking shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus
Carcharodon carcharias,Great white shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,carcharias
Isurus oxyrinchus,Shortfin mako,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,oxyrinchus
Lamna ditropis,Salmon shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Lamna,ditropis
Lamna nasus,Porbeagle,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Lamna,nasus
Carcharias taurus,Sand tiger shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,Carcharias,taurus
Dasyatis americana,Southern stingray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,americana
Dasyatis chrysonota,Blue stingray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,chrysonota
Dasyatis dipterura,Diamond stingray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,dipterura
Dasyatis pastinaca,Common stingray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,pastinaca
Pteroplatytrygon violacea,Pelagic stingray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Pteroplatytrygon,violacea
Manta birostris,Giant manta,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Manta,birostris
Aetobatus flagellum,Longheaded eagle ray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Aetobatus,flagellum
Myliobatis californica,Bat ray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,californica
Rhinoptera bonasus,Cownose ray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Rhinopteridae,Rhinoptera,bonasus
Trygonoptera mucosa,Western shovelnose stingaree,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Trygonoptera,mucosa
Trygonoptera personata,Masked stingaree,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Trygonoptera,personata
Urolophus lobatus,Lobed stingaree,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Urolophus,lobatus
Urolophus paucimaculatus,Sparsely-spotted stingaree,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Urolophus,paucimaculatus
Ginglymostoma cirratum,Nurse shark,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum
Chiloscyllium plagiosum,Whitespotted bambooshark,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium,plagiosum
Rhincodon typus,Whale shark,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,typus
Pristis perotteti,Largetooth sawfish,Animalia,Chordata,Chondrichthyes,Pristiformes,Pristidae,Pristis,perotteti
Bathyraja albomaculata,White-dotted skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,albomaculata
Bathyraja parmifera,Alaska skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,parmifera
Bathyraja trachura,Roughtail skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,trachura
Amblyraja radiata,Thorny skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Amblyraja,radiata
Dipturus batis,Common skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,batis
Dipturus chilensis,Beaked skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,chilensis
Dipturus innominatus,New Zealand smooth skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,innominatus
Dipturus nasutus,New Zealand rough skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,nasutus
Dipturus pullopunctatus,Slime skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,pullopunctatus
Dipturus trachyderma,Roughskin skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,trachyderma
Leucoraja erinacea,Little skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,erinacea
Leucoraja naevus,Sandy ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,naevus
Leucoraja ocellata,Winter skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,ocellata
Malacoraja senta,Smooth skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Malacoraja,senta
Raja asterias,Starry skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,asterias
Raja binoculata,Big skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,binoculata
Raja brachyura,Blonde ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,brachyura
Raja clavata,Thornback ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata
Raja microocellata,Painted ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,microocellata
Raja miraletus,Brown ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,miraletus
Raja montagui,Homelyn ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,montagui
Raja rhina,Longnose skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,rhina
Raja texana,Roundel skate,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,texana
Raja undulata,Undulate ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,undulata
Rhinobatos horkelii,Brazilian guitarfish,Animalia,Chordata,Chondrichthyes,Rhinobatiformes,Rhinobatidae,Rhinobatos,horkelii
Rhinobatos productus,Shovelnose guitarfish,Animalia,Chordata,Chondrichthyes,Rhinobatiformes,Rhinobatidae,Rhinobatos,productus
Centrophorus acus,Needle dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,acus
Centrophorus granulosus,Gulper shark,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,granulosus
Centrophorus squamosus,Leafscale gulper shark,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,squamosus
Deania calcea,Birdbeak dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Deania,calcea
Dalatias licha,Kitefin shark,Animalia,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Dalatias,licha
Etmopterus baxteri,Giant lanternshark,Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,baxteri
Etmopterus spinax,Velvet belly,Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,spinax
Centroscymnus crepidater,Longnose velvet dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Centroscymnus,crepidater
Somniosus microcephalus,Greenland shark,Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Somniosus,microcephalus
Squalus acanthias,Spur dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,acanthias
Squalus blainville,Longnose spurdog,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,blainville
Squalus megalops,Shortnose spurdog,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,megalops
Squalus mitsukurii,Shortspine dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,mitsukurii
Squatina argentina,Argentine angelfish,Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,argentina
Squatina californica,Pacific angel shark,Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,californica
Squatina occulta,Hidden angel shark,Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,occulta
Torpedo californica,Pacific electric ray,Animalia,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,Torpedo,californica
Torpedo marmorata,Marbled electric ray,Animalia,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,Torpedo,marmorata
Torpedo torpedo,Eyed electric ray,Animalia,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,Torpedo,torpedo
Acipenser brevirostrum,Shortnose sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum
Acipenser dabryanus,Yangtze sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,dabryanus
Acipenser fulvescens,Lake sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,fulvescens
Acipenser gueldenstaedtii,Russian sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,gueldenstaedtii
Acipenser oxyrinchus,Atlantic sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,oxyrinchus
Acipenser ruthenus,Sterlet,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,ruthenus
Acipenser schrenckii,Amur sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,schrenckii
Acipenser stellatus,Star sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,stellatus
Acipenser sturio,European sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,sturio
Acipenser transmontanus,White sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,transmontanus
Huso dauricus,Kaluga,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Huso,dauricus
Huso huso,Beluga sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Huso,huso
Pseudoscaphirhynchus hermanni,Little shovelnose sturgeon,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Pseudoscaphirhynchus,hermanni
Polyodon spathula,Mississippi paddlefish,Animalia,Chordata,Chondrostei,Acipenseriformes,Polyodontidae,Polyodon,spathula
Polypterus senegalus,Gray bichir,Animalia,Chordata,Cladistei,Polypteriformes,Polypteridae,Polypterus,senegalus
Latimeria chalumnae,Coelacanth,Animalia,Chordata,Coelacanthi,Coelacanthiformes,Latimeriidae,Latimeria,chalumnae
Neoceratodus forsteri,Australian lungfish,Animalia,Chordata,Dipnoi,Ceratodontiformes,Neoceratodontidae,Neoceratodus,forsteri
Lepidosiren paradoxa,South American lungfish,Animalia,Chordata,Dipnoi,Lepidosireniformes,Lepidosirenidae,Lepidosiren,paradoxa
Protopterus annectens,African lungfish,Animalia,Chordata,Dipnoi,Lepidosireniformes,Protopteridae,Protopterus,annectens
Amia calva,Bowfin,Animalia,Chordata,Holostei,Amiiformes,Amiidae,Amia,calva
Lepisosteus oculatus,Spotted gar,Animalia,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus
Lepisosteus osseus,Longnose gar,Animalia,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus
Lepisosteus platostomus,Shortnose gar,Animalia,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,platostomus
Echinops telfairi,Lesser hedgehog tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi
Geogale aurita,Large-eared tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Geogale,aurita
Hemicentetes semispinosus,Streaked tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,semispinosus
Microgale dobsoni,Dobson's shrew tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,dobsoni
Nesogale talazaci,Talazac's shrew tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Nesogale,talazaci
Setifer setosus,Greater hedgehog tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus
Tenrec ecaudatus,Tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus
Antilocapra americana,Pronghorn,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana
Addax nasomaculatus,Addax,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus
Aepyceros melampus,Impala,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus
Alcelaphus buselaphus,Hartebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus
Ammodorcas clarkei,Dibatag,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammodorcas,clarkei
Ammotragus lervia,Aoudad,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia
Antidorcas marsupialis,Springbok,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis
Antilope cervicapra,Blackbuck,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,cervicapra
Beatragus hunteri,Hirola,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Beatragus,hunteri
Bison bison,American bison,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bison
Bison bonasus,European bison,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bonasus
Bos frontalis,Gaur,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,frontalis
Bos grunniens,Yak,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens
Bos javanicus,Banteng,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,javanicus
Bos sauveli,Kouprey,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,sauveli
Bos taurus,Domestic cattle,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus
Boselaphus tragocamelus,Nilgai,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus
Bubalus bubalis,Water buffalo,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis
Bubalus depressicornis,Anoa,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis
Bubalus mindorensis,Tamaraw,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,mindorensis
Bubalus quarlesi,Mountain anoa,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi
Budorcas taxicolor,Takin,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor
Capra caucasica,West Caucasian tur,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,caucasica
Capra cylindricornis,East Caucasian tur,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis
Capra falconeri,Markhor,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,falconeri
Capra hircus,Domestic goat,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus
Capra ibex,Ibex,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,ibex
Capra nubiana,Nubian ibex,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,nubiana
Capra pyrenaica,Spanish ibex,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,pyrenaica
Capra sibirica,Siberian ibex,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica
Capricornis crispus,Japanese serow,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,crispus
Capricornis sumatraensis,Serow,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis
Cephalophus dorsalis,Bay duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis
Cephalophus jentinki,Jentink's duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,jentinki
Cephalophus natalensis,Natal duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis
Cephalophus niger,Black duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,niger
Cephalophus nigrifrons,Black-fronted duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,nigrifrons
Cephalophus rufilatus,Red-flanked duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus
Cephalophus silvicultor,Yellow-backed duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor
Cephalophus weynsi,Weyns's duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,weynsi
Cephalophus zebra,Zebra duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,zebra
Connochaetes gnou,Black wildebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou
Connochaetes taurinus albojubatus,Blue wildebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus
Damaliscus lunatus,Topi,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus
Damaliscus pygargus,Sassaby or blesbok,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus
Eudorcas rufifrons,Red-fronted gazelle,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons
